request,level,chain_id,start_time,end_time
41,1,4,10:27:38.533536 30/07/2026,10:27:51.880119 30/07/2026
42,0,4,10:27:51.884641 30/07/2026,10:27:55.951487 30/07/2026
43,0,4,10:27:55.957523 30/07/2026,10:27:57.968621 30/07/2026
44,0,4,10:27:57.973076 30/07/2026,10:27:57.974721 30/07/2026
45,0,4,10:27:57.976839 30/07/2026,10:28:01.978478 30/07/2026
46,0,4,10:28:01.983579 30/07/2026,10:28:01.985319 30/07/2026
47,0,4,10:28:01.989303 30/07/2026,10:28:01.990810 30/07/2026
48,0,4,10:28:01.992796 30/07/2026,10:28:07.044479 30/07/2026
49,1,0,10:28:07.050607 30/07/2026,10:28:20.080037 30/07/2026
50,0,0,10:28:20.085071 30/07/2026,10:28:25.141877 30/07/2026
51,0,0,10:28:25.145482 30/07/2026,10:28:30.209272 30/07/2026
52,0,0,10:28:30.213821 30/07/2026,10:28:35.245398 30/07/2026
53,0,0,10:28:35.249469 30/07/2026,10:28:35.251330 30/07/2026
54,0,0,10:28:35.254655 30/07/2026,10:28:39.297655 30/07/2026
55,0,0,10:28:39.302792 30/07/2026,10:28:42.320546 30/07/2026
56,0,0,10:28:42.328626 30/07/2026,10:28:44.354045 30/07/2026
57,0,0,10:28:44.359461 30/07/2026,10:28:45.377379 30/07/2026
58,0,0,10:28:45.380235 30/07/2026,10:28:50.423763 30/07/2026
59,0,0,10:28:50.427449 30/07/2026,10:28:52.449304 30/07/2026
60,1,0,10:28:52.454345 30/07/2026,10:29:07.528800 30/07/2026
61,0,0,10:29:07.532582 30/07/2026,10:29:07.534403 30/07/2026
62,0,0,10:29:07.538112 30/07/2026,10:29:08.589652 30/07/2026
63,0,0,10:29:08.593981 30/07/2026,10:29:12.630295 30/07/2026
64,0,0,10:29:12.633988 30/07/2026,10:29:13.695103 30/07/2026
65,0,0,10:29:13.697736 30/07/2026,10:29:14.730088 30/07/2026
66,1,0,10:29:14.734558 30/07/2026,10:29:25.941668 30/07/2026
67,0,0,10:29:25.945929 30/07/2026,10:29:30.004445 30/07/2026
68,0,0,10:29:30.007883 30/07/2026,10:29:33.018577 30/07/2026
69,0,0,10:29:33.022323 30/07/2026,10:29:33.024224 30/07/2026
70,0,0,10:29:33.028081 30/07/2026,10:29:33.029770 30/07/2026
71,0,0,10:29:33.031703 30/07/2026,10:29:35.086285 30/07/2026
72,0,0,10:29:35.089745 30/07/2026,10:29:39.111256 30/07/2026
73,0,0,10:29:39.115012 30/07/2026,10:29:42.123814 30/07/2026
74,0,3,10:29:42.129078 30/07/2026,10:29:42.130686 30/07/2026
75,0,3,10:29:42.134747 30/07/2026,10:29:44.141246 30/07/2026
76,0,3,10:29:44.145539 30/07/2026,10:29:48.189211 30/07/2026
77,0,3,10:29:48.192853 30/07/2026,10:29:50.196982 30/07/2026
78,0,3,10:29:50.200904 30/07/2026,10:29:55.262544 30/07/2026
79,1,3,10:29:55.265733 30/07/2026,10:30:05.523159 30/07/2026
80,0,3,10:30:05.526498 30/07/2026,10:30:09.560269 30/07/2026
81,0,3,10:30:09.564640 30/07/2026,10:30:11.593326 30/07/2026
82,0,3,10:30:11.596048 30/07/2026,10:30:15.653878 30/07/2026
83,0,3,10:30:15.658237 30/07/2026,10:30:16.683007 30/07/2026
84,0,3,10:30:16.686704 30/07/2026,10:30:20.739672 30/07/2026
85,2,3,10:30:20.742855 30/07/2026,10:31:02.833361 30/07/2026
86,0,3,10:31:02.838985 30/07/2026,10:31:06.875407 30/07/2026
87,0,3,10:31:06.879556 30/07/2026,10:31:08.922469 30/07/2026
88,0,3,10:31:08.933481 30/07/2026,10:31:11.960050 30/07/2026
89,0,3,10:31:11.964852 30/07/2026,10:31:11.967072 30/07/2026
90,0,3,10:31:11.969783 30/07/2026,10:31:15.996249 30/07/2026
91,1,3,10:31:15.999695 30/07/2026,10:31:29.009113 30/07/2026
92,0,3,10:31:29.013647 30/07/2026,10:31:31.050401 30/07/2026
93,0,3,10:31:31.054490 30/07/2026,10:31:35.093776 30/07/2026
94,0,3,10:31:35.101124 30/07/2026,10:31:36.144516 30/07/2026
95,0,3,10:31:36.148507 30/07/2026,10:31:38.176181 30/07/2026
96,0,3,10:31:38.181066 30/07/2026,10:31:39.231531 30/07/2026
97,0,3,10:31:39.236463 30/07/2026,10:31:40.251765 30/07/2026
98,0,3,10:31:40.255462 30/07/2026,10:31:41.295617 30/07/2026
99,0,3,10:31:41.299075 30/07/2026,10:31:41.300767 30/07/2026
100,0,3,10:31:41.302627 30/07/2026,10:31:45.328426 30/07/2026
101,0,3,10:31:45.331870 30/07/2026,10:31:50.349080 30/07/2026
102,0,3,10:31:50.353451 30/07/2026,10:31:52.372947 30/07/2026
103,0,3,10:31:52.384971 30/07/2026,10:31:55.430705 30/07/2026
104,0,3,10:31:55.434711 30/07/2026,10:31:55.436363 30/07/2026
105,0,3,10:31:55.439551 30/07/2026,10:31:55.441269 30/07/2026
106,0,3,10:31:55.445096 30/07/2026,10:32:00.463321 30/07/2026
107,0,3,10:32:00.467213 30/07/2026,10:32:01.495178 30/07/2026
108,0,3,10:32:01.499133 30/07/2026,10:32:02.542312 30/07/2026
109,0,3,10:32:02.546366 30/07/2026,10:32:02.548019 30/07/2026
110,0,3,10:32:02.549927 30/07/2026,10:32:02.551279 30/07/2026
111,0,3,10:32:02.553647 30/07/2026,10:32:07.599569 30/07/2026
112,1,3,10:32:07.604283 30/07/2026,10:32:21.913027 30/07/2026
113,0,3,10:32:21.918155 30/07/2026,10:32:26.935974 30/07/2026
114,0,3,10:32:26.939419 30/07/2026,10:32:29.970933 30/07/2026
115,0,3,10:32:29.976319 30/07/2026,10:32:34.997588 30/07/2026
116,0,3,10:32:35.001080 30/07/2026,10:32:39.031136 30/07/2026
117,0,3,10:32:39.035819 30/07/2026,10:32:41.058761 30/07/2026
118,1,3,10:32:41.063040 30/07/2026,10:32:55.095648 30/07/2026
119,0,3,10:32:55.100456 30/07/2026,10:32:56.123113 30/07/2026
120,0,3,10:32:56.127362 30/07/2026,10:32:57.160693 30/07/2026
121,0,3,10:32:57.163919 30/07/2026,10:33:02.221249 30/07/2026
122,0,3,10:33:02.224778 30/07/2026,10:33:06.276664 30/07/2026
123,0,3,10:33:06.281343 30/07/2026,10:33:09.322043 30/07/2026
124,1,3,10:33:09.325743 30/07/2026,10:33:23.539409 30/07/2026
125,0,3,10:33:23.545067 30/07/2026,10:33:25.564829 30/07/2026
126,0,3,10:33:25.568614 30/07/2026,10:33:28.599286 30/07/2026
127,0,3,10:33:28.603482 30/07/2026,10:33:31.630956 30/07/2026
128,0,3,10:33:31.634390 30/07/2026,10:33:36.638828 30/07/2026
129,0,3,10:33:36.642951 30/07/2026,10:33:41.645350 30/07/2026
130,1,3,10:33:41.649675 30/07/2026,10:33:56.839887 30/07/2026
131,0,3,10:33:56.843758 30/07/2026,10:33:58.863251 30/07/2026
132,0,3,10:33:58.866710 30/07/2026,10:33:58.868409 30/07/2026
133,0,3,10:33:58.872046 30/07/2026,10:34:00.916002 30/07/2026
134,0,3,10:34:00.920358 30/07/2026,10:34:04.933312 30/07/2026
135,0,3,10:34:04.937331 30/07/2026,10:34:04.939142 30/07/2026
136,1,3,10:34:04.940993 30/07/2026,10:34:18.279128 30/07/2026
137,0,3,10:34:18.285297 30/07/2026,10:34:22.344896 30/07/2026
138,0,3,10:34:22.348873 30/07/2026,10:34:27.371870 30/07/2026
139,0,3,10:34:27.376155 30/07/2026,10:34:29.430677 30/07/2026
140,0,3,10:34:29.435055 30/07/2026,10:34:30.466702 30/07/2026
141,0,3,10:34:30.471030 30/07/2026,10:34:31.511573 30/07/2026
142,1,3,10:34:31.515982 30/07/2026,10:34:41.800207 30/07/2026
143,0,3,10:34:41.803725 30/07/2026,10:34:46.862413 30/07/2026
144,0,3,10:34:46.865381 30/07/2026,10:34:48.899724 30/07/2026
145,0,3,10:34:48.904916 30/07/2026,10:34:48.906811 30/07/2026
146,0,3,10:34:48.911226 30/07/2026,10:34:53.931271 30/07/2026
147,0,3,10:34:53.935141 30/07/2026,10:34:54.980194 30/07/2026
148,0,3,10:34:54.983154 30/07/2026,10:34:57.018559 30/07/2026
149,0,3,10:34:57.021669 30/07/2026,10:34:58.041138 30/07/2026
150,0,3,10:34:58.044850 30/07/2026,10:35:00.082363 30/07/2026
151,0,3,10:35:00.085891 30/07/2026,10:35:03.129217 30/07/2026
152,0,3,10:35:03.133394 30/07/2026,10:35:03.135212 30/07/2026
153,1,3,10:35:03.137245 30/07/2026,10:35:13.318141 30/07/2026
154,0,3,10:35:13.322874 30/07/2026,10:35:14.352395 30/07/2026
155,0,3,10:35:14.356532 30/07/2026,10:35:19.373198 30/07/2026
156,0,3,10:35:19.377227 30/07/2026,10:35:20.415667 30/07/2026
157,0,3,10:35:20.420837 30/07/2026,10:35:20.422623 30/07/2026
158,0,3,10:35:20.425443 30/07/2026,10:35:24.434144 30/07/2026
159,0,3,10:35:24.437705 30/07/2026,10:35:29.466229 30/07/2026
160,0,3,10:35:29.469869 30/07/2026,10:35:33.528059 30/07/2026
161,0,3,10:35:33.531871 30/07/2026,10:35:37.582789 30/07/2026
162,0,3,10:35:37.586493 30/07/2026,10:35:42.622672 30/07/2026
163,0,3,10:35:42.627115 30/07/2026,10:35:42.629338 30/07/2026
164,0,3,10:35:42.632938 30/07/2026,10:35:42.634496 30/07/2026
165,0,3,10:35:42.636322 30/07/2026,10:35:42.637947 30/07/2026
166,0,3,10:35:42.639987 30/07/2026,10:35:47.660571 30/07/2026
167,0,3,10:35:47.666085 30/07/2026,10:35:48.694767 30/07/2026
168,0,3,10:35:48.699807 30/07/2026,10:35:52.711487 30/07/2026
169,1,3,10:35:52.715576 30/07/2026,10:36:06.831286 30/07/2026
170,2,3,10:36:06.835483 30/07/2026,10:36:35.173664 30/07/2026
171,0,3,10:36:35.177974 30/07/2026,10:36:38.206912 30/07/2026
172,0,3,10:36:38.212888 30/07/2026,10:36:38.214998 30/07/2026
173,0,3,10:36:38.219068 30/07/2026,10:36:40.269741 30/07/2026
174,0,3,10:36:40.273052 30/07/2026,10:36:40.274785 30/07/2026
175,0,3,10:36:40.277814 30/07/2026,10:36:40.279575 30/07/2026
176,1,3,10:36:40.282991 30/07/2026,10:36:54.339708 30/07/2026
177,0,3,10:36:54.344159 30/07/2026,10:36:54.345977 30/07/2026
178,0,3,10:36:54.347866 30/07/2026,10:36:55.383112 30/07/2026
179,0,3,10:36:55.387354 30/07/2026,10:36:56.436818 30/07/2026
180,0,3,10:36:56.440028 30/07/2026,10:37:01.498994 30/07/2026
181,0,3,10:37:01.503180 30/07/2026,10:37:01.504878 30/07/2026
182,1,3,10:37:01.508044 30/07/2026,10:37:14.634212 30/07/2026
183,0,3,10:37:14.638792 30/07/2026,10:37:15.656275 30/07/2026
184,0,3,10:37:15.660771 30/07/2026,10:37:20.683207 30/07/2026
185,0,3,10:37:20.687967 30/07/2026,10:37:20.689669 30/07/2026
186,0,3,10:37:20.693519 30/07/2026,10:37:25.705022 30/07/2026
187,0,3,10:37:25.709499 30/07/2026,10:37:25.711287 30/07/2026
188,0,3,10:37:25.714639 30/07/2026,10:37:29.733080 30/07/2026
189,0,3,10:37:29.738195 30/07/2026,10:37:32.769925 30/07/2026
190,0,3,10:37:32.773663 30/07/2026,10:37:36.833387 30/07/2026
191,0,3,10:37:36.837219 30/07/2026,10:37:36.839107 30/07/2026
192,0,3,10:37:36.842815 30/07/2026,10:37:38.866491 30/07/2026
193,1,3,10:37:38.870405 30/07/2026,10:37:48.953761 30/07/2026
194,0,3,10:37:48.958495 30/07/2026,10:37:49.994205 30/07/2026
195,0,3,10:37:49.998566 30/07/2026,10:37:50.000326 30/07/2026
196,0,3,10:37:50.002918 30/07/2026,10:37:55.024066 30/07/2026
197,0,3,10:37:55.029032 30/07/2026,10:37:57.047265 30/07/2026
198,0,3,10:37:57.051958 30/07/2026,10:37:59.074791 30/07/2026
199,0,3,10:37:59.079268 30/07/2026,10:38:02.122998 30/07/2026
200,0,3,10:38:02.127134 30/07/2026,10:38:03.184110 30/07/2026
201,0,3,10:38:03.188107 30/07/2026,10:38:03.189916 30/07/2026
202,0,3,10:38:03.193503 30/07/2026,10:38:07.249551 30/07/2026
203,0,3,10:38:07.254205 30/07/2026,10:38:10.306524 30/07/2026
204,1,3,10:38:10.310619 30/07/2026,10:38:20.603123 30/07/2026
205,0,3,10:38:20.607251 30/07/2026,10:38:24.663277 30/07/2026
206,0,3,10:38:24.666849 30/07/2026,10:38:24.668400 30/07/2026
207,0,3,10:38:24.671667 30/07/2026,10:38:29.718388 30/07/2026
208,0,3,10:38:29.722227 30/07/2026,10:38:32.760599 30/07/2026
209,0,3,10:38:32.765274 30/07/2026,10:38:33.783338 30/07/2026
210,1,3,10:38:33.788218 30/07/2026,10:38:45.803758 30/07/2026
211,0,3,10:38:45.808498 30/07/2026,10:38:47.818029 30/07/2026
212,0,3,10:38:47.821813 30/07/2026,10:38:52.863181 30/07/2026
213,0,3,10:38:52.867419 30/07/2026,10:38:55.880382 30/07/2026
214,0,3,10:38:55.885314 30/07/2026,10:38:59.920072 30/07/2026
215,0,3,10:38:59.925077 30/07/2026,10:39:00.974269 30/07/2026
216,1,3,10:39:00.978108 30/07/2026,10:39:16.320715 30/07/2026
217,0,3,10:39:16.326739 30/07/2026,10:39:21.336460 30/07/2026
218,0,3,10:39:21.341640 30/07/2026,10:39:22.394954 30/07/2026
219,0,3,10:39:22.399570 30/07/2026,10:39:22.401258 30/07/2026
220,0,3,10:39:22.405131 30/07/2026,10:39:27.439764 30/07/2026
221,0,3,10:39:27.444927 30/07/2026,10:39:28.448229 30/07/2026
222,0,3,10:39:28.454644 30/07/2026,10:39:29.504259 30/07/2026
223,0,3,10:39:29.506890 30/07/2026,10:39:31.568533 30/07/2026
224,0,3,10:39:31.572055 30/07/2026,10:39:35.622034 30/07/2026
225,0,3,10:39:35.626708 30/07/2026,10:39:37.655828 30/07/2026
226,0,3,10:39:37.660271 30/07/2026,10:39:37.662007 30/07/2026
227,1,3,10:39:37.665754 30/07/2026,10:39:52.042036 30/07/2026
228,0,3,10:39:52.045914 30/07/2026,10:39:55.088865 30/07/2026
229,0,3,10:39:55.093003 30/07/2026,10:40:00.148302 30/07/2026
230,0,3,10:40:00.152440 30/07/2026,10:40:01.212741 30/07/2026
231,0,3,10:40:01.215858 30/07/2026,10:40:01.217453 30/07/2026
232,0,3,10:40:01.221133 30/07/2026,10:40:04.256730 30/07/2026
233,1,3,10:40:04.260332 30/07/2026,10:40:19.380547 30/07/2026
234,0,3,10:40:19.385811 30/07/2026,10:40:22.445391 30/07/2026
235,0,3,10:40:22.449388 30/07/2026,10:40:26.474462 30/07/2026
236,0,3,10:40:26.477953 30/07/2026,10:40:30.537463 30/07/2026
237,0,3,10:40:30.540958 30/07/2026,10:40:32.584793 30/07/2026
238,0,3,10:40:32.591106 30/07/2026,10:40:37.631720 30/07/2026
239,1,3,10:40:37.635694 30/07/2026,10:40:49.976241 30/07/2026
240,0,3,10:40:49.980799 30/07/2026,10:40:53.009842 30/07/2026
241,0,3,10:40:53.014420 30/07/2026,10:40:58.037255 30/07/2026
242,0,3,10:40:58.042002 30/07/2026,10:41:00.060700 30/07/2026
243,0,3,10:41:00.065088 30/07/2026,10:41:01.099666 30/07/2026
244,0,3,10:41:01.104146 30/07/2026,10:41:05.146885 30/07/2026
245,1,3,10:41:05.151575 30/07/2026,10:41:20.464460 30/07/2026
246,0,3,10:41:20.468355 30/07/2026,10:41:20.470288 30/07/2026
247,0,3,10:41:20.473681 30/07/2026,10:41:23.532202 30/07/2026
248,0,3,10:41:23.535980 30/07/2026,10:41:28.543045 30/07/2026
249,0,3,10:41:28.547518 30/07/2026,10:41:28.549013 30/07/2026
250,0,3,10:41:28.552678 30/07/2026,10:41:30.573783 30/07/2026
251,1,3,10:41:30.577518 30/07/2026,10:41:45.730928 30/07/2026
252,0,3,10:41:45.735053 30/07/2026,10:41:45.736694 30/07/2026
253,0,3,10:41:45.740000 30/07/2026,10:41:49.760739 30/07/2026
254,0,3,10:41:49.764964 30/07/2026,10:41:51.793124 30/07/2026
255,0,3,10:41:51.796599 30/07/2026,10:41:52.847455 30/07/2026
256,0,3,10:41:52.851380 30/07/2026,10:41:53.862752 30/07/2026
257,2,3,10:41:53.866727 30/07/2026,10:42:43.527197 30/07/2026
258,0,3,10:42:43.533166 30/07/2026,10:42:46.550874 30/07/2026
259,0,3,10:42:46.554674 30/07/2026,10:42:48.588176 30/07/2026
260,0,3,10:42:48.592092 30/07/2026,10:42:52.609184 30/07/2026
261,0,3,10:42:52.612589 30/07/2026,10:42:54.630466 30/07/2026
262,0,3,10:42:54.633797 30/07/2026,10:42:59.650473 30/07/2026
263,1,3,10:42:59.655103 30/07/2026,10:43:11.788631 30/07/2026
264,0,3,10:43:11.793221 30/07/2026,10:43:15.806595 30/07/2026
265,0,3,10:43:15.811309 30/07/2026,10:43:20.864789 30/07/2026
266,0,3,10:43:20.868416 30/07/2026,10:43:24.923900 30/07/2026
267,0,3,10:43:24.927911 30/07/2026,10:43:26.000801 30/07/2026
268,0,3,10:43:26.014519 30/07/2026,10:43:31.035133 30/07/2026
269,1,3,10:43:31.038985 30/07/2026,10:43:43.392290 30/07/2026
270,0,3,10:43:43.398020 30/07/2026,10:43:46.405144 30/07/2026
271,0,3,10:43:46.409338 30/07/2026,10:43:51.434999 30/07/2026
272,0,3,10:43:51.439612 30/07/2026,10:43:54.488584 30/07/2026
273,0,3,10:43:54.496930 30/07/2026,10:43:59.577266 30/07/2026
274,0,3,10:43:59.590900 30/07/2026,10:43:59.596204 30/07/2026
275,1,3,10:43:59.602171 30/07/2026,10:44:09.813622 30/07/2026
276,0,3,10:44:09.817966 30/07/2026,10:44:13.822753 30/07/2026
277,0,3,10:44:13.828291 30/07/2026,10:44:14.879858 30/07/2026
278,0,3,10:44:14.885302 30/07/2026,10:44:19.902597 30/07/2026
279,0,3,10:44:19.908355 30/07/2026,10:44:21.974979 30/07/2026
280,0,3,10:44:21.979890 30/07/2026,10:44:22.994137 30/07/2026
281,0,3,10:44:22.998073 30/07/2026,10:44:24.058690 30/07/2026
282,0,3,10:44:24.063166 30/07/2026,10:44:25.126260 30/07/2026
283,0,3,10:44:25.130692 30/07/2026,10:44:30.184248 30/07/2026
284,0,3,10:44:30.188748 30/07/2026,10:44:33.240598 30/07/2026
285,0,3,10:44:33.246750 30/07/2026,10:44:36.295738 30/07/2026
286,1,3,10:44:36.300652 30/07/2026,10:44:51.317651 30/07/2026
287,0,3,10:44:51.321712 30/07/2026,10:44:56.355071 30/07/2026
288,0,3,10:44:56.359238 30/07/2026,10:45:00.421832 30/07/2026
289,0,3,10:45:00.427348 30/07/2026,10:45:03.471620 30/07/2026
290,0,3,10:45:03.476161 30/07/2026,10:45:03.478060 30/07/2026
291,0,3,10:45:03.480634 30/07/2026,10:45:06.538837 30/07/2026
292,1,3,10:45:06.542380 30/07/2026,10:45:21.661787 30/07/2026
293,0,3,10:45:21.669036 30/07/2026,10:45:25.708636 30/07/2026
294,0,3,10:45:25.712756 30/07/2026,10:45:28.776920 30/07/2026
295,0,3,10:45:28.781611 30/07/2026,10:45:33.794816 30/07/2026
296,0,3,10:45:33.798249 30/07/2026,10:45:38.865467 30/07/2026
297,0,3,10:45:38.870280 30/07/2026,10:45:38.872115 30/07/2026
298,1,3,10:45:38.874182 30/07/2026,10:45:50.060979 30/07/2026
299,0,3,10:45:50.068296 30/07/2026,10:45:53.071293 30/07/2026
300,0,3,10:45:53.075503 30/07/2026,10:45:53.077190 30/07/2026
301,0,3,10:45:53.080263 30/07/2026,10:45:55.113536 30/07/2026
302,0,3,10:45:55.118266 30/07/2026,10:46:00.180012 30/07/2026
303,0,3,10:46:00.185083 30/07/2026,10:46:01.240032 30/07/2026
304,0,3,10:46:01.243672 30/07/2026,10:46:04.258628 30/07/2026
305,0,3,10:46:04.263327 30/07/2026,10:46:08.274650 30/07/2026
306,0,3,10:46:08.280084 30/07/2026,10:46:11.303337 30/07/2026
307,0,3,10:46:11.308629 30/07/2026,10:46:15.316764 30/07/2026
308,0,3,10:46:15.322303 30/07/2026,10:46:19.352701 30/07/2026
309,1,3,10:46:19.357359 30/07/2026,10:46:29.511526 30/07/2026
310,0,3,10:46:29.516715 30/07/2026,10:46:29.518298 30/07/2026
311,0,3,10:46:29.521635 30/07/2026,10:46:32.575880 30/07/2026
312,0,3,10:46:32.581000 30/07/2026,10:46:34.594315 30/07/2026
313,0,3,10:46:34.600114 30/07/2026,10:46:36.612556 30/07/2026
314,0,3,10:46:36.615682 30/07/2026,10:46:39.673340 30/07/2026
315,0,3,10:46:39.677551 30/07/2026,10:46:39.679527 30/07/2026
316,0,3,10:46:39.683818 30/07/2026,10:46:42.695501 30/07/2026
317,0,3,10:46:42.699900 30/07/2026,10:46:43.704198 30/07/2026
318,0,3,10:46:43.709125 30/07/2026,10:46:47.759527 30/07/2026
319,0,3,10:46:47.763406 30/07/2026,10:46:52.796496 30/07/2026
320,0,3,10:46:52.799731 30/07/2026,10:46:52.801225 30/07/2026
321,0,3,10:46:52.804271 30/07/2026,10:46:57.825892 30/07/2026
322,0,3,10:46:57.830385 30/07/2026,10:46:58.860789 30/07/2026
323,0,3,10:46:58.865213 30/07/2026,10:46:58.867029 30/07/2026
324,0,3,10:46:58.869765 30/07/2026,10:47:01.886031 30/07/2026
325,0,3,10:47:01.892097 30/07/2026,10:47:06.909313 30/07/2026
326,0,3,10:47:06.913657 30/07/2026,10:47:09.959830 30/07/2026
327,0,3,10:47:09.969278 30/07/2026,10:47:12.037954 30/07/2026
328,0,3,10:47:12.043140 30/07/2026,10:47:12.044927 30/07/2026
329,0,3,10:47:12.048767 30/07/2026,10:47:13.060867 30/07/2026
330,0,3,10:47:13.066801 30/07/2026,10:47:13.068942 30/07/2026
331,0,3,10:47:13.072312 30/07/2026,10:47:18.091066 30/07/2026
332,0,3,10:47:18.095953 30/07/2026,10:47:18.097912 30/07/2026
333,0,3,10:47:18.100220 30/07/2026,10:47:23.119742 30/07/2026
334,0,3,10:47:23.127966 30/07/2026,10:47:27.164415 30/07/2026
335,1,3,10:47:27.170106 30/07/2026,10:47:41.329650 30/07/2026
336,0,3,10:47:41.333839 30/07/2026,10:47:41.335510 30/07/2026
337,0,3,10:47:41.339077 30/07/2026,10:47:42.395139 30/07/2026
338,0,3,10:47:42.399834 30/07/2026,10:47:42.401486 30/07/2026
339,0,3,10:47:42.405016 30/07/2026,10:47:46.433154 30/07/2026
340,0,3,10:47:46.437002 30/07/2026,10:47:51.479049 30/07/2026
341,2,3,10:47:51.484729 30/07/2026,10:48:23.727871 30/07/2026
342,0,3,10:48:23.735723 30/07/2026,10:48:25.785886 30/07/2026
343,0,3,10:48:25.791361 30/07/2026,10:48:27.854852 30/07/2026
344,0,3,10:48:27.861492 30/07/2026,10:48:32.891507 30/07/2026
345,0,3,10:48:32.895758 30/07/2026,10:48:33.899375 30/07/2026
346,0,3,10:48:33.903161 30/07/2026,10:48:33.904878 30/07/2026
347,0,3,10:48:33.908488 30/07/2026,10:48:36.949660 30/07/2026
348,0,3,10:48:36.952919 30/07/2026,10:48:39.987919 30/07/2026
349,0,3,10:48:39.998512 30/07/2026,10:48:45.009711 30/07/2026
350,0,3,10:48:45.014736 30/07/2026,10:48:45.017269 30/07/2026
351,0,3,10:48:45.021990 30/07/2026,10:48:45.023751 30/07/2026
352,1,3,10:48:45.027650 30/07/2026,10:48:57.241603 30/07/2026
353,0,3,10:48:57.247153 30/07/2026,10:49:00.283388 30/07/2026
354,0,3,10:49:00.288470 30/07/2026,10:49:00.290275 30/07/2026
355,0,3,10:49:00.294309 30/07/2026,10:49:02.330831 30/07/2026
356,0,3,10:49:02.337691 30/07/2026,10:49:03.389892 30/07/2026
357,0,3,10:49:03.393826 30/07/2026,10:49:08.412463 30/07/2026
358,1,3,10:49:08.417939 30/07/2026,10:49:22.519158 30/07/2026
359,0,3,10:49:22.525882 30/07/2026,10:49:27.537946 30/07/2026
360,0,3,10:49:27.543173 30/07/2026,10:49:32.593453 30/07/2026
361,0,3,10:49:32.597482 30/07/2026,10:49:34.621147 30/07/2026
362,0,3,10:49:34.630955 30/07/2026,10:49:34.635980 30/07/2026
363,0,3,10:49:34.643992 30/07/2026,10:49:35.687560 30/07/2026
364,1,3,10:49:35.691912 30/07/2026,10:49:47.696207 30/07/2026
365,0,3,10:49:47.703203 30/07/2026,10:49:47.705501 30/07/2026
366,0,3,10:49:47.709868 30/07/2026,10:49:47.711215 30/07/2026
